"111010100","1006100000","벼","8,962.0","10,098.0","0","0","△100.0","△100.0",
"111011001","1006201000","메현미(nonglutinous)","2,261.6","6,502.0","2,744.0","7,601.0","21.3","16.9",
"111011002","1006202000","찰현미(glutinous)","1,850.0","6,024.0","4,557.8","9,013.0","146.4","49.6",
"111011003","1006301000","멥쌀(nonglutinous)","73,664.8","175,075.0","81,508.4","206,742.0","10.6","18.1",
"111011004","1006302000","찹쌀(glutinous)","2,948.6","10,647.0","2,834.2","9,292.0","△3.9","△12.7",
"111011005","1006400000","쇄미(broken rice)","6,440.0","19,448.0","12,160.0","38,304.0","88.8","97.0",
"111012001","1102902000","쌀가루","1,532.0","5,995.0","40,157.8","31,242.0","2,521.3","421.1",
"111012004","1104191000","쌀(압착·플레이크)","2,305.7","14,718.0","1,865.5","11,115.0","△19.1","△24.5",
"111012005","1103193000","분쇄물, 조분(쌀의 것)","0","0","5.2","122.0","0.0","0.0",
"111012006","1103202000","펠리트(쌀의것)","0","0","0","0","0.0","0.0",
"111013000","1104301000","쌀의 배아","68.0","3,836.0","0","0","△100.0","△100.0",
"111021031","1003101000","맥주맥(종자)","0","0","0","0","0.0","0.0",
"111021041","1003901000","맥주맥(기타)","0","0","4.0","4.0","0.0","0.0",
"111021051","1003102000","겉보리(종자)","0","0","0","0","0.0","0.0",
"111021061","1003103000","쌀보리(종자)","704.0","1,906.0","1,014.0","2,415.0","44.0","26.7",
"111021062","1003903000","쌀보리(기타)","12,690.0","14,903.0","2,814.0","4,947.0","△77.8","△66.8",
"111021071","1003109000","보리 기타(종자)","0","0","0","0","0.0","0.0",
"111021072","1003909000","보리 기타(기타)","215.0","3,795.0","1,470.0","6,545.0","583.7","72.5",
"111022002","1103191000","보리(분쇄물·조분)","0","0","1,186.6","12,543.0","0.0","0.0",
"111022006","1102901000","보리가루","0","0","480.0","1,090.0","0.0","0.0",
"111022008","1104192000","압착플레이크(보리의 것)","0","0","360.0","968.0","0.0","0.0",
"111022009","1104292000","가공곡물(보리의 것)","480.0","1,280.0","17.4","147.0","△96.4","△88.5",
"111023001","1107100000","맥아(볶지 않은 것)","20,217.0","16,886.0","462.6","2,084.0","△97.7","△87.7",
"111023003","1107209000","맥아(기타/볶은 것)","40.0","135.0","70.0","130.0","75.0","△3.7",
"111025900","2101301000","보리(볶은 것)","18,782.8","76,817.0","31,414.4","52,225.0","67.3","△32.0",
"111031121","1001110000","듀럼종의 밀(종자)","0","0","0","0","0.0","0.0",
"111032001","1101001000","밀가루","3,733,169.9","1,858,674.0","3,759,752.4","1,965,469.0","0.7","5.7",
"111032005","1103201000","펠리트(밀의것)","0","0","0","0","0.0","0.0",
"111032042","1001991090","메슬린 외 기타(사료용)","0","0","0","0","0.0","0.0",
"111032052","1001992090","메슬린 외 기타(제분용)","0","0","0","0","0.0","0.0",
"111032062","1001999090","메슬린 외 기타(기타)","0","0","0","0","0.0","0.0",
"111041031","1002100000","호밀(종자)","0","0","0","0","0.0","0.0",
"111042031","1102903000","호밀가루","0","0","0","0","0.0","0.0",
"111051100","1005100000","옥수수(maize/corn/종자용)","0","0","0","0","0.0","0.0",
"111051200","1005901000","옥수수(maize/corn/사료용)","0","0","0","0","0.0","0.0",
"111051400","1005902000","옥수수(팝콘용)","0","0","0","0","0.0","0.0",
"111051900","1005909000","옥수수(종자용, 사료용, 팝콘용 이외기타)","214.5","631.0","81.6","162.0","△62.0","△74.3",
"111052001","1102200000","옥수수가루","347.0","1,008.0","2,110.0","3,242.0","508.1","221.6",
"111052002","1103130000","옥수수(분쇄물·조분)","20,000.0","2,900.0","0","0","△100.0","△100.0",
"111052003","1104230000","옥수수(가공곡물)","0","0","0","0","0.0","0.0",
"111061032","1008219000","밀리트 기타(종자)","60.5","479.0","755.5","4,302.0","1,148.8","798.1",
"111061033","1008299000","밀리트 기타(기타)","100.0","902.0","0","0","△100.0","△100.0",
"111061312","1008500000","퀴노아(체노포디움 퀴노아)","0","0","0","0","0.0","0.0",
"111061913","1008291000","조(기타)","200.0","2,770.0","0","0","△100.0","△100.0",
"111071031","1007100000","수수(종자)","0","0","0","0","0.0","0.0",
"111071032","1007900000","수수(기타)","200.0","2,504.0","0","0","△100.0","△100.0",
"111081000","1008100000","메밀(buckwheat)","0","0","0","0","0.0","0.0",
"111091021","1004100000","귀리(종자)","0","0","0","0","0.0","0.0",
"111091022","1004900000","귀리(기타)","515.0","1,238.0","5,865.2","10,854.0","1,038.9","776.7",
"111092003","1104220000","귀리(가공곡물)","0","0","0","0","0.0","0.0",
"111092004","1103192000","분쇄물, 조분(귀리의 것)","0","0","0","0","0.0","0.0",
"111102000","1104291000","율무(가공곡물)","9.0","125.0","9.0","104.0","0.0","△16.8",
"111991000","1008900000","곡물류(메밀·조·카나리시드 등 이외 기타)","1,898.8","6,572.0","664.6","3,524.0","△65.0","△46.4",
"111992001","1102909000","곡분(기타/밀가루나 메슬린가루는 제외)","54,497.2","102,993.0","54,185.9","110,006.0","△0.6","6.8",
"111992002","1103199000","곡물(기타/분쇄물·조분)","53,099.2","69,589.0","800.0","6,315.0","△98.5","△90.9",
"111992004","1104199000","곡물(기타/압착·플레이크)","1,041.0","5,714.0","1,754.0","9,596.0","68.5","67.9",
"111992005","1104299000","곡물(기타/가공곡물)","14,037.0","12,598.0","276.0","1,694.0","△98.0","△86.6",
"111992006","1103209000","펠리트(기타곡물)","0","0","0","0","0.0","0.0",
"111993000","1104309000","곡물의 배아(쌀 배아 이외 기타)","0","0","1,848.0","12,805.0","0.0","0.0",
"112011001","0710100000","감자(냉동)","6,270.0","6,176.0","10.0","45.0","△99.8","△99.3",
"112011100","0701100000","감자(종자용)","0","0","0","0","0.0","0.0",
"112011900","0701900000","감자(종자용 이외 기타)","57,828.0","99,019.0","8,360.0","5,519.0","△85.5","△94.4",
"112012001","1105100000","감자(분, 조분)","4,420.0","13,056.0","168.8","645.0","△96.2","△95.1",
"112012002","1105200000","감자(플레이크, 합착 및 펠리트)","12,028.2","37,178.0","0","0","△100.0","△100.0",
"112015901","2004100000","감자(조제저장처리/냉동)","1,168.8","16,598.0","539.2","1,932.0","△53.9","△88.4",
"112015903","2005201000","플레이크로 만든 감자크로켓(냉동하지 않은 것/조제 및 보존처리/식초나 초산으로 처리한 것 제외)","0","0","0","0","0.0","0.0",
"112015904","2005209000","감자(기타/조제저장처리/냉동제외)","20,050.6","186,527.0","16,105.0","146,608.0","△19.7","△21.4",
"112015905","0712902093","감자(건조)","0","0","0","0","0.0","0.0",
"112021001","0714201000","고구마(신선)","10,812.0","41,805.0","19,991.6","63,115.0","84.9","51.0",
"112021002","0714202000","고구마(건조)","10.5","220.0","150.0","688.0","1,328.6","212.7",
"112021004","0714203000","고구마(냉장)","700.0","2,221.0","0","0","△100.0","△100.0",
"112021005","0714204000","고구마(냉동)","0","0","0","0","0.0","0.0",
"112031002","0714102010","매니옥 칩(건조)","0","0","500.0","1,515.0","0.0","0.0",
"112031003","0714102090","매니옥(칩, 펠리트 이외 기타/건조)","0","0","15.0","180.0","0.0","0.0",
"112031004","1903001000","타피오카","800.0","1,680.0","0","0","△100.0","△100.0",
"112032000","1903009000","타피오카 대용물(전분으로 조제한 것)","0","0","0","0","0.0","0.0",
"112503431","0714309000","얌(디오스코레아종)(기타)","0","0","0","0","0.0","0.0",
"112601432","0714409000","토란(콜로카시아종)(기타)","0","0","0","0","0.0","0.0",
"112991010","0714909010","서류(기타/냉동)","0","0","0","0","0.0","0.0",
"112991090","0714909090","서류(기타)","17.6","377.0","46.0","802.0","161.4","112.7",
"113011122","1201109000","대두 기타(종자)","0","0","0","0","0.0","0.0",
"113011125","1201903000","대두(콩나물용)(기타)","0","0","20,007.0","13,756.0","0.0","0.0",
"113011126","1201909000","대두 기타(기타)","1,166.0","13,151.0","764.0","5,271.0","△34.5","△59.9",
"113012000","1208100000","대두의 분과 조분","399.0","2,419.0","701.4","3,008.0","75.8","24.3",
"113111900","0713319000","녹두(건조/종자용 이외 기타)","0","0","0","0","0.0","0.0",
"113115901","2005511000","녹두(탈각한 것/조제저장처리/냉동제외)","25.0","154.0","0","0","△100.0","△100.0",
"113121900","0713329000","팥(건조/종자용 이외 기타)","851.0","3,566.0","31.5","303.0","△96.3","△91.5",
"113125901","2005512000","팥(탈각한 것/조제저장처리/냉동제외)","62,833.0","114,945.0","67,797.6","119,292.0","7.9","3.8",
"113125902","2005592000","팥(껍데기를 벗긴 것/냉동하지 않은 것/조제 및 보존처리/식초나 초산으로 처리한 것 제외)","21,651.0","41,937.0","12,661.1","21,843.0","△41.5","△47.9",
"113131100","0713331000","강남콩(건조/종자용)","0","0","0","0","0.0","0.0",
"113131900","0713339000","강남콩(건조/종자용 이외 기타)","0","0","0","0","0.0","0.0",
"113191001","0708200000","콩(비그나, 파세러스/신선, 냉장)","1.5","116.0","0","0","△100.0","△100.0",
"113191002","0710220000","콩(비그나, 파세러스/냉동)","0","0","0","0","0.0","0.0",
"113191003","0713390000","채두류(콩ㆍ녹두ㆍ팥ㆍ강낭콩ㆍ밤바라콩ㆍ동부콩 외 기타/건조한 것)","0","0","80.0","372.0","0.0","0.0",
"113191321","0713350000","동부콩(비그나 운구이쿨라타)(건조)","0","0","0","0","0.0","0.0",
"113195901","2005519000","껍데기를 벗긴 콩(냉동하지 않은 것/비그나종ㆍ파세러스종/조제 및 보존처리/식초나 초산으로 처리한 것 제외)","18,394.0","32,350.0","18,889.6","36,365.0","2.7","12.4",
"113195902","2005599000","콩(기타/비그나, 파세러스 콩/껍데기를 벗기지 않은 것/냉동하지 않은 것/조제 및 보존처리/식초나 초산으로 처리한 것 제외)","8,536.9","30,692.0","1,821.6","8,440.0","△78.7","△72.5",
"113211001","0708100000","완두(신선, 냉장)","0","0","24.0","141.0","0.0","0.0",
"113211002","0710210000","완두(냉동)","0","0","0","0","0.0","0.0",
"113211909","0713109000","완두(건조/기타)","0","0","0","0","0.0","0.0",
"113215900","2005400000","완두(피섬 새티범/조제저장처리/냉동제외)","7,754.0","13,728.0","7,794.0","14,073.0","0.5","2.5",
"113215901","2006005000","완두(설탕저장처리)","0","0","0","0","0.0","0.0",
"113221000","0713200000","이집트콩(건조)","3.6","120.0","0","0","△100.0","△100.0",
"113231000","0713400000","렌즈콩(건조)","0","0","0","0","0.0","0.0",
"113991001","0708900000","채두류(완두·콩 이외 기타/신선·냉장)","256.0","355.0","0","0","△100.0","△100.0",
"113991002","0710290000","채두류(완두·콩 이외 기타/냉동)","0","0","0","0","0.0","0.0",
"113991003","0713900000","채두류(기타/완두ㆍ이집트콩ㆍ콩ㆍ렌즈콩ㆍ누에콩ㆍ비둘기콩 외 기타/건조한 것)","0","0","0","0","0.0","0.0",
"113992000","1106100000","건조한 채두류의 것(제0713호의 것)","82.0","635.0","145.5","1,288.0","77.4","102.8",
"113995901","2006006010","콩(탈각/설탕저장처리)","9,690.0","22,802.0","1,800.0","3,525.0","△81.4","△84.5",
"113995902","2006006090","콩(기타/설탕저장처리)","0","0","0","0","0.0","0.0",
"114010000","1108110000","밀(전분)","0","0","0","0","0.0","0.0",
"114020001","1108121000","옥수수전분(식품용)","2,828,240.4","1,293,735.0","3,533,329.0","1,522,397.0","24.9","17.7",
"114020009","1108129000","옥수수전분(식품용이외 기타)","1,396.0","9,648.0","1,030.0","1,459.0","△26.2","△84.9",
"114030000","1108130000","감자(전분)","4,913.5","11,399.0","15,650.1","41,727.0","218.5","266.1",
"114040000","1108191000","고구마(전분)","5,824.0","19,062.0","577.5","2,943.0","△90.1","△84.6",
"114050001","1108141000","매니옥전분(식품용)","0.6","40.0","321.4","1,709.0","53,458.3","4,172.5",
"114050009","1108149000","매니옥전분(식품용이외 기타)","0","0","16.0","892.0","0.0","0.0",
"114090000","1108199000","전분(밀·옥수수·감자·매니옥·고구마 이외 기타)","1,585.0","4,547.0","8,341.1","37,934.0","426.3","734.3",
"115015901","2008111000","피넛버터(조제저장처리/기타)","1.0","8.0","0","0","△100.0","△100.0",
"115015902","2008119000","땅콩(피넛버터 외 기타/조제 및 보존처리)","1,385.8","10,706.0","0","0","△100.0","△100.0",
"115015931","1202301000","낙화생(탈각하지 아니한 것)(종자)","0","0","0","0","0.0","0.0",
"115015933","1202410000","낙화생(탈각하지 아니한 것)(기타)","0","0","0","0","0.0","0.0",
"115015934","1202420000","낙화생(탈각한 것)(기타)","0","0","0","0","0.0","0.0",
"115040011","1205101000","저에루크산 유채(레이프 또는 콜자)의 씨(사료작물 재배용 종자)","0","0","0","0","0.0","0.0",
"115040099","1205909000","유채(기타)","0","0","0","0","0.0","0.0",
"115050000","1206000000","해바라기씨(파쇄여부 불문)","0","0","9.1","29.0","0.0","0.0",
"115110131","1207291000","면실(사료용)(기타)","108,900.0","27,639.0","185,156.0","63,930.0","70.0","131.3",
"115130000","1207400000","참깨","854.4","9,658.0","3,061.6","39,250.0","258.3","306.4",
"115140000","1207500000","겨자씨","0","0","0","0","0.0","0.0",
"115150121","1207600000","잇꽃(카르타무스 틴크토리우스)씨","14.4","487.0","0","0","△100.0","△100.0",
"115180000","1207991000","들깨","3,313.0","22,048.0","602.0","14,426.0","△81.8","△34.6",
"115990000","1207999000","채유종자와 과실(팜넛, 목화씨, 피마자, 참깨, 겨자씨, 잇꽃, 멜론종자, 양귀비씨, 들째, 시어너트 외 기타)","248.0","4,966.0","292.2","2,373.0","17.8","△52.2",
"115992000","1208900000","채유종자와 과실의 분, 조분(대두분 이외 기타)","12,300.0","27,672.0","3,594.0","19,003.0","△70.8","△31.3",
"116010101","0808100000","사과(신선)","451,382.2","1,153,959.0","223,572.4","521,779.0","△50.5","△54.8",
"116010102","0813300000","사과(건조)","54.4","1,969.0","315.7","7,766.0","480.9","294.4",
